Title,Location,Description,nTile10,nTile25,nTile50,nTile75,nTile90
Burn Surgeon,Pennsylvania,"The Burn Surgeon performs escharectomy, skin grafting, and secondary burn surgery. Examines, diagnoses, and surgically treats patients with burns from heat, cold, chemical, or electrical incidents. Being a Burn Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Burn Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Burn Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",212653,310100,472300,596900,710342
General Surgeon,Rhode Island,"The General Surgeon reviews patient history and confirms need for surgery. Performs surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being a General Surgeon may provide medical personnel with direction concerning patient care. Determines which instruments and method of surgery will be most successful in achieving desired outcome. In addition, General Surgeon may provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. General Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",319660,383300,453200,537900,615015
Cardiothoracic Surgeon,Rhode Island,"The Cardiothoracic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Specializes in the diagnosis, medical management, and surgical treatment of patients with diseases of the heart and lungs. Being a Cardiothoracic Surgeon reviews patient history and confirms need for surgery. Identifies need for tests or follow-up visits. In addition, Cardiothoracic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Cardiothoracic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",337663,435900,543800,681700,807251
Neurological Surgeon,Rhode Island,"The Neurological Surgeon operates on the brain in order to relieve pressure in an intracranial hemorrhage, remove a foreign body such as a tumor, treat a wound, or relieve pain. Examines, diagnoses, and surgically treats disorders of the brain, spine, spinal cord, and nerves. Being a Neurological Surgeon reviews patient history and confirms need for surgery. Operates on the spine in order to free entrapped nerves, correct deformity, or restore spinal stability. In addition, Neurological Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Neurological Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",370637,528600,702100,888300,1057825
Oral Surgeon,Rhode Island,"The Oral Surgeon reviews patient history and confirms need for oral surgery. Performs oral surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being an Oral Surgeon reviews patient history and confirms need for surgery. Determines which instruments and method of oral surgery will be most successful in achieving desired outcome. In addition, Oral Surgeon provides charting in compliance with all laws and regulations. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Oral Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",287725,307300,328800,359200,386878
Orthopedic Surgeon,Rhode Island,"The Orthopedic Surgeon performs surgical procedures to immobilize fractures by using corrective devices such as braces, pins, casts, and splints. Examines, diagnoses, and surgically treats musculoskeletal diseases and injuries. Being an Orthopedic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Orthopedic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. Orthopedic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",331977,441240,561250,726080,876149
Burn Surgeon,Rhode Island,"The Burn Surgeon performs escharectomy, skin grafting, and secondary burn surgery. Examines, diagnoses, and surgically treats patients with burns from heat, cold, chemical, or electrical incidents. Being a Burn Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Burn Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Burn Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",223283,325600,496000,626800,745887
General Surgeon,South Carolina,"The General Surgeon reviews patient history and confirms need for surgery. Performs surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being a General Surgeon may provide medical personnel with direction concerning patient care. Determines which instruments and method of surgery will be most successful in achieving desired outcome. In addition, General Surgeon may provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. General Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",287942,345300,408300,484500,553876
Cardiothoracic Surgeon,South Carolina,"The Cardiothoracic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Specializes in the diagnosis, medical management, and surgical treatment of patients with diseases of the heart and lungs. Being a Cardiothoracic Surgeon reviews patient history and confirms need for surgery. Identifies need for tests or follow-up visits. In addition, Cardiothoracic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Cardiothoracic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",304204,392700,489900,614100,727178
Neurological Surgeon,South Carolina,"The Neurological Surgeon operates on the brain in order to relieve pressure in an intracranial hemorrhage, remove a foreign body such as a tumor, treat a wound, or relieve pain. Examines, diagnoses, and surgically treats disorders of the brain, spine, spinal cord, and nerves. Being a Neurological Surgeon reviews patient history and confirms need for surgery. Operates on the spine in order to free entrapped nerves, correct deformity, or restore spinal stability. In addition, Neurological Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Neurological Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",333897,476200,632500,800300,953073
Oral Surgeon,South Carolina,"The Oral Surgeon reviews patient history and confirms need for oral surgery. Performs oral surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being an Oral Surgeon reviews patient history and confirms need for surgery. Determines which instruments and method of oral surgery will be most successful in achieving desired outcome. In addition, Oral Surgeon provides charting in compliance with all laws and regulations. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Oral Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",259137,276800,296200,323600,348546
Orthopedic Surgeon,South Carolina,"The Orthopedic Surgeon performs surgical procedures to immobilize fractures by using corrective devices such as braces, pins, casts, and splints. Examines, diagnoses, and surgically treats musculoskeletal diseases and injuries. Being an Orthopedic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Orthopedic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. Orthopedic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",299071,397500,505610,654100,789292
Burn Surgeon,South Carolina,"The Burn Surgeon performs escharectomy, skin grafting, and secondary burn surgery. Examines, diagnoses, and surgically treats patients with burns from heat, cold, chemical, or electrical incidents. Being a Burn Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Burn Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Burn Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",201133,293300,446800,564700,672042
General Surgeon,South Dakota,"The General Surgeon reviews patient history and confirms need for surgery. Performs surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being a General Surgeon may provide medical personnel with direction concerning patient care. Determines which instruments and method of surgery will be most successful in achieving desired outcome. In addition, General Surgeon may provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. General Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",268766,322300,381100,452300,517124
Cardiothoracic Surgeon,South Dakota,"The Cardiothoracic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Specializes in the diagnosis, medical management, and surgical treatment of patients with diseases of the heart and lungs. Being a Cardiothoracic Surgeon reviews patient history and confirms need for surgery. Identifies need for tests or follow-up visits. In addition, Cardiothoracic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Cardiothoracic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",283831,366500,457300,573200,678721
Neurological Surgeon,South Dakota,"The Neurological Surgeon operates on the brain in order to relieve pressure in an intracranial hemorrhage, remove a foreign body such as a tumor, treat a wound, or relieve pain. Examines, diagnoses, and surgically treats disorders of the brain, spine, spinal cord, and nerves. Being a Neurological Surgeon reviews patient history and confirms need for surgery. Operates on the spine in order to free entrapped nerves, correct deformity, or restore spinal stability. In addition, Neurological Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Neurological Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",311566,444400,590300,746900,889476
Oral Surgeon,South Dakota,"The Oral Surgeon reviews patient history and confirms need for oral surgery. Performs oral surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being an Oral Surgeon reviews patient history and confirms need for surgery. Determines which instruments and method of oral surgery will be most successful in achieving desired outcome. In addition, Oral Surgeon provides charting in compliance with all laws and regulations. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Oral Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",241921,258400,276500,302000,325216
Orthopedic Surgeon,South Dakota,"The Orthopedic Surgeon performs surgical procedures to immobilize fractures by using corrective devices such as braces, pins, casts, and splints. Examines, diagnoses, and surgically treats musculoskeletal diseases and injuries. Being an Orthopedic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Orthopedic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. Orthopedic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",279137,371010,471920,610520,736708
Burn Surgeon,South Dakota,"The Burn Surgeon performs escharectomy, skin grafting, and secondary burn surgery. Examines, diagnoses, and surgically treats patients with burns from heat, cold, chemical, or electrical incidents. Being a Burn Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Burn Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Burn Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",187760,273800,417000,527000,627149
General Surgeon,Tennessee,"The General Surgeon reviews patient history and confirms need for surgery. Performs surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being a General Surgeon may provide medical personnel with direction concerning patient care. Determines which instruments and method of surgery will be most successful in achieving desired outcome. In addition, General Surgeon may provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. General Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",280390,336200,397500,471800,539446
Cardiothoracic Surgeon,Tennessee,"The Cardiothoracic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Specializes in the diagnosis, medical management, and surgical treatment of patients with diseases of the heart and lungs. Being a Cardiothoracic Surgeon reviews patient history and confirms need for surgery. Identifies need for tests or follow-up visits. In addition, Cardiothoracic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Cardiothoracic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",296272,382400,477000,598000,708164
Neurological Surgeon,Tennessee,"The Neurological Surgeon operates on the brain in order to relieve pressure in an intracranial hemorrhage, remove a foreign body such as a tumor, treat a wound, or relieve pain. Examines, diagnoses, and surgically treats disorders of the brain, spine, spinal cord, and nerves. Being a Neurological Surgeon reviews patient history and confirms need for surgery. Operates on the spine in order to free entrapped nerves, correct deformity, or restore spinal stability. In addition, Neurological Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Neurological Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",325221,463700,615800,779200,927967
Oral Surgeon,Tennessee,"The Oral Surgeon reviews patient history and confirms need for oral surgery. Performs oral surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being an Oral Surgeon reviews patient history and confirms need for surgery. Determines which instruments and method of oral surgery will be most successful in achieving desired outcome. In addition, Oral Surgeon provides charting in compliance with all laws and regulations. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Oral Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",252484,269600,288400,315100,339409
Orthopedic Surgeon,Tennessee,"The Orthopedic Surgeon performs surgical procedures to immobilize fractures by using corrective devices such as braces, pins, casts, and splints. Examines, diagnoses, and surgically treats musculoskeletal diseases and injuries. Being an Orthopedic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Orthopedic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. Orthopedic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",291207,387050,492320,636910,768552
Burn Surgeon,Tennessee,"The Burn Surgeon performs escharectomy, skin grafting, and secondary burn surgery. Examines, diagnoses, and surgically treats patients with burns from heat, cold, chemical, or electrical incidents. Being a Burn Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Burn Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Burn Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",195852,285600,435100,549800,654228
General Surgeon,Texas,"The General Surgeon reviews patient history and confirms need for surgery. Performs surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being a General Surgeon may provide medical personnel with direction concerning patient care. Determines which instruments and method of surgery will be most successful in achieving desired outcome. In addition, General Surgeon may provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. General Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",299775,359500,425100,504500,576790
Cardiothoracic Surgeon,Texas,"The Cardiothoracic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Specializes in the diagnosis, medical management, and surgical treatment of patients with diseases of the heart and lungs. Being a Cardiothoracic Surgeon reviews patient history and confirms need for surgery. Identifies need for tests or follow-up visits. In addition, Cardiothoracic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Cardiothoracic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",316572,408800,510100,639400,757121
Neurological Surgeon,Texas,"The Neurological Surgeon operates on the brain in order to relieve pressure in an intracranial hemorrhage, remove a foreign body such as a tumor, treat a wound, or relieve pain. Examines, diagnoses, and surgically treats disorders of the brain, spine, spinal cord, and nerves. Being a Neurological Surgeon reviews patient history and confirms need for surgery. Operates on the spine in order to free entrapped nerves, correct deformity, or restore spinal stability. In addition, Neurological Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Neurological Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",347670,495800,658500,833200,992255
Oral Surgeon,Texas,"The Oral Surgeon reviews patient history and confirms need for oral surgery. Performs oral surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being an Oral Surgeon reviews patient history and confirms need for surgery. Determines which instruments and method of oral surgery will be most successful in achieving desired outcome. In addition, Oral Surgeon provides charting in compliance with all laws and regulations. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Oral Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",269809,288200,308400,336900,362848
Orthopedic Surgeon,Texas,"The Orthopedic Surgeon performs surgical procedures to immobilize fractures by using corrective devices such as braces, pins, casts, and splints. Examines, diagnoses, and surgically treats musculoskeletal diseases and injuries. Being an Orthopedic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Orthopedic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. Orthopedic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",311381,413870,526440,681040,821795
Burn Surgeon,Texas,"The Burn Surgeon performs escharectomy, skin grafting, and secondary burn surgery. Examines, diagnoses, and surgically treats patients with burns from heat, cold, chemical, or electrical incidents. Being a Burn Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Burn Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Burn Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",209430,305400,465200,587900,699612
General Surgeon,Utah,"The General Surgeon reviews patient history and confirms need for surgery. Performs surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being a General Surgeon may provide medical personnel with direction concerning patient care. Determines which instruments and method of surgery will be most successful in achieving desired outcome. In addition, General Surgeon may provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. General Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",288460,346000,409200,485600,555158
Cardiothoracic Surgeon,Utah,"The Cardiothoracic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Specializes in the diagnosis, medical management, and surgical treatment of patients with diseases of the heart and lungs. Being a Cardiothoracic Surgeon reviews patient history and confirms need for surgery. Identifies need for tests or follow-up visits. In addition, Cardiothoracic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Cardiothoracic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",304731,393500,491000,615500,728851
Neurological Surgeon,Utah,"The Neurological Surgeon operates on the brain in order to relieve pressure in an intracranial hemorrhage, remove a foreign body such as a tumor, treat a wound, or relieve pain. Examines, diagnoses, and surgically treats disorders of the brain, spine, spinal cord, and nerves. Being a Neurological Surgeon reviews patient history and confirms need for surgery. Operates on the spine in order to free entrapped nerves, correct deformity, or restore spinal stability. In addition, Neurological Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Neurological Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",334533,477200,633900,802000,955046
Oral Surgeon,Utah,"The Oral Surgeon reviews patient history and confirms need for oral surgery. Performs oral surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being an Oral Surgeon reviews patient history and confirms need for surgery. Determines which instruments and method of oral surgery will be most successful in achieving desired outcome. In addition, Oral Surgeon provides charting in compliance with all laws and regulations. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Oral Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",259837,277500,296900,324300,349246
Orthopedic Surgeon,Utah,"The Orthopedic Surgeon performs surgical procedures to immobilize fractures by using corrective devices such as braces, pins, casts, and splints. Examines, diagnoses, and surgically treats musculoskeletal diseases and injuries. Being an Orthopedic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Orthopedic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. Orthopedic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",299733,398380,506730,655560,791062
Burn Surgeon,Utah,"The Burn Surgeon performs escharectomy, skin grafting, and secondary burn surgery. Examines, diagnoses, and surgically treats patients with burns from heat, cold, chemical, or electrical incidents. Being a Burn Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Burn Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Burn Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",201613,294000,447800,565900,673424
General Surgeon,Vermont,"The General Surgeon reviews patient history and confirms need for surgery. Performs surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being a General Surgeon may provide medical personnel with direction concerning patient care. Determines which instruments and method of surgery will be most successful in achieving desired outcome. In addition, General Surgeon may provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. General Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",293749,352200,416400,494200,565033
Cardiothoracic Surgeon,Vermont,"The Cardiothoracic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Specializes in the diagnosis, medical management, and surgical treatment of patients with diseases of the heart and lungs. Being a Cardiothoracic Surgeon reviews patient history and confirms need for surgery. Identifies need for tests or follow-up visits. In addition, Cardiothoracic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Cardiothoracic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",310184,400500,499700,626400,741754
Neurological Surgeon,Vermont,"The Neurological Surgeon operates on the brain in order to relieve pressure in an intracranial hemorrhage, remove a foreign body such as a tumor, treat a wound, or relieve pain. Examines, diagnoses, and surgically treats disorders of the brain, spine, spinal cord, and nerves. Being a Neurological Surgeon reviews patient history and confirms need for surgery. Operates on the spine in order to free entrapped nerves, correct deformity, or restore spinal stability. In addition, Neurological Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Neurological Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",340575,485700,645100,816300,972169
Oral Surgeon,Vermont,"The Oral Surgeon reviews patient history and confirms need for oral surgery. Performs oral surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being an Oral Surgeon reviews patient history and confirms need for surgery. Determines which instruments and method of oral surgery will be most successful in achieving desired outcome. In addition, Oral Surgeon provides charting in compliance with all laws and regulations. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Oral Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",264373,282400,302200,330100,355501
