Title,Location,Description,nTile10,nTile25,nTile50,nTile75,nTile90
General Surgeon,"Odessa, TX","The General Surgeon reviews patient history and confirms need for surgery. Performs surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being a General Surgeon may provide medical personnel with direction concerning patient care. Determines which instruments and method of surgery will be most successful in achieving desired outcome. In addition, General Surgeon may provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. General Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",272328,326500,386000,458200,523934
Cardiothoracic Surgeon,"Odessa, TX","The Cardiothoracic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Specializes in the diagnosis, medical management, and surgical treatment of patients with diseases of the heart and lungs. Being a Cardiothoracic Surgeon reviews patient history and confirms need for surgery. Identifies need for tests or follow-up visits. In addition, Cardiothoracic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Cardiothoracic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",287630,371300,463200,580700,687678
Neurological Surgeon,"Odessa, TX","The Neurological Surgeon operates on the brain in order to relieve pressure in an intracranial hemorrhage, remove a foreign body such as a tumor, treat a wound, or relieve pain. Examines, diagnoses, and surgically treats disorders of the brain, spine, spinal cord, and nerves. Being a Neurological Surgeon reviews patient history and confirms need for surgery. Operates on the spine in order to free entrapped nerves, correct deformity, or restore spinal stability. In addition, Neurological Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Neurological Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",315636,450200,598000,756700,901188
Oral Surgeon,"Odessa, TX","The Oral Surgeon reviews patient history and confirms need for oral surgery. Performs oral surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being an Oral Surgeon reviews patient history and confirms need for surgery. Determines which instruments and method of oral surgery will be most successful in achieving desired outcome. In addition, Oral Surgeon provides charting in compliance with all laws and regulations. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Oral Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",245139,261800,280100,306000,329581
Orthopedic Surgeon,"Odessa, TX","The Orthopedic Surgeon performs surgical procedures to immobilize fractures by using corrective devices such as braces, pins, casts, and splints. Examines, diagnoses, and surgically treats musculoskeletal diseases and injuries. Being an Orthopedic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Orthopedic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. Orthopedic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",282775,375850,478080,618480,746307
Burn Surgeon,"Odessa, TX","The Burn Surgeon performs escharectomy, skin grafting, and secondary burn surgery. Examines, diagnoses, and surgically treats patients with burns from heat, cold, chemical, or electrical incidents. Being a Burn Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Burn Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Burn Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",190229,277400,422500,533900,635324
General Surgeon,"Columbia, MO","The General Surgeon reviews patient history and confirms need for surgery. Performs surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being a General Surgeon may provide medical personnel with direction concerning patient care. Determines which instruments and method of surgery will be most successful in achieving desired outcome. In addition, General Surgeon may provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. General Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",296721,355900,420900,499500,571061
Cardiothoracic Surgeon,"Columbia, MO","The Cardiothoracic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Specializes in the diagnosis, medical management, and surgical treatment of patients with diseases of the heart and lungs. Being a Cardiothoracic Surgeon reviews patient history and confirms need for surgery. Identifies need for tests or follow-up visits. In addition, Cardiothoracic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Cardiothoracic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",313573,404800,505000,633100,749728
Neurological Surgeon,"Columbia, MO","The Neurological Surgeon operates on the brain in order to relieve pressure in an intracranial hemorrhage, remove a foreign body such as a tumor, treat a wound, or relieve pain. Examines, diagnoses, and surgically treats disorders of the brain, spine, spinal cord, and nerves. Being a Neurological Surgeon reviews patient history and confirms need for surgery. Operates on the spine in order to free entrapped nerves, correct deformity, or restore spinal stability. In addition, Neurological Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Neurological Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",344227,490900,652000,825000,982507
Oral Surgeon,"Columbia, MO","The Oral Surgeon reviews patient history and confirms need for oral surgery. Performs oral surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being an Oral Surgeon reviews patient history and confirms need for surgery. Determines which instruments and method of oral surgery will be most successful in achieving desired outcome. In addition, Oral Surgeon provides charting in compliance with all laws and regulations. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Oral Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",267191,285400,305400,333600,359275
Orthopedic Surgeon,"Columbia, MO","The Orthopedic Surgeon performs surgical procedures to immobilize fractures by using corrective devices such as braces, pins, casts, and splints. Examines, diagnoses, and surgically treats musculoskeletal diseases and injuries. Being an Orthopedic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Orthopedic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. Orthopedic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",308291,409770,521230,674300,813662
Burn Surgeon,"Columbia, MO","The Burn Surgeon performs escharectomy, skin grafting, and secondary burn surgery. Examines, diagnoses, and surgically treats patients with burns from heat, cold, chemical, or electrical incidents. Being a Burn Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Burn Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Burn Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",207373,302400,460600,582100,692719
General Surgeon,"Pearland, TX","The General Surgeon reviews patient history and confirms need for surgery. Performs surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being a General Surgeon may provide medical personnel with direction concerning patient care. Determines which instruments and method of surgery will be most successful in achieving desired outcome. In addition, General Surgeon may provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. General Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",309263,370900,438600,520600,595257
Cardiothoracic Surgeon,"Pearland, TX","The Cardiothoracic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Specializes in the diagnosis, medical management, and surgical treatment of patients with diseases of the heart and lungs. Being a Cardiothoracic Surgeon reviews patient history and confirms need for surgery. Identifies need for tests or follow-up visits. In addition, Cardiothoracic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Cardiothoracic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",326849,421900,526300,659800,781345
Neurological Surgeon,"Pearland, TX","The Neurological Surgeon operates on the brain in order to relieve pressure in an intracranial hemorrhage, remove a foreign body such as a tumor, treat a wound, or relieve pain. Examines, diagnoses, and surgically treats disorders of the brain, spine, spinal cord, and nerves. Being a Neurological Surgeon reviews patient history and confirms need for surgery. Operates on the spine in order to free entrapped nerves, correct deformity, or restore spinal stability. In addition, Neurological Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Neurological Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",358736,511600,679500,859800,1023954
Oral Surgeon,"Pearland, TX","The Oral Surgeon reviews patient history and confirms need for oral surgery. Performs oral surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being an Oral Surgeon reviews patient history and confirms need for surgery. Determines which instruments and method of oral surgery will be most successful in achieving desired outcome. In addition, Oral Surgeon provides charting in compliance with all laws and regulations. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Oral Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",278463,297400,318200,347700,374558
Orthopedic Surgeon,"Pearland, TX","The Orthopedic Surgeon performs surgical procedures to immobilize fractures by using corrective devices such as braces, pins, casts, and splints. Examines, diagnoses, and surgically treats musculoskeletal diseases and injuries. Being an Orthopedic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Orthopedic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. Orthopedic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",321301,427050,543200,702730,847974
Burn Surgeon,"Pearland, TX","The Burn Surgeon performs escharectomy, skin grafting, and secondary burn surgery. Examines, diagnoses, and surgically treats patients with burns from heat, cold, chemical, or electrical incidents. Being a Burn Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Burn Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Burn Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",216151,315200,480000,606600,721863
General Surgeon,"Victorville, CA","The General Surgeon reviews patient history and confirms need for surgery. Performs surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being a General Surgeon may provide medical personnel with direction concerning patient care. Determines which instruments and method of surgery will be most successful in achieving desired outcome. In addition, General Surgeon may provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. General Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",323640,388100,458900,544600,622625
Cardiothoracic Surgeon,"Victorville, CA","The Cardiothoracic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Specializes in the diagnosis, medical management, and surgical treatment of patients with diseases of the heart and lungs. Being a Cardiothoracic Surgeon reviews patient history and confirms need for surgery. Identifies need for tests or follow-up visits. In addition, Cardiothoracic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Cardiothoracic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",341788,441300,550600,690300,817490
Neurological Surgeon,"Victorville, CA","The Neurological Surgeon operates on the brain in order to relieve pressure in an intracranial hemorrhage, remove a foreign body such as a tumor, treat a wound, or relieve pain. Examines, diagnoses, and surgically treats disorders of the brain, spine, spinal cord, and nerves. Being a Neurological Surgeon reviews patient history and confirms need for surgery. Operates on the spine in order to free entrapped nerves, correct deformity, or restore spinal stability. In addition, Neurological Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Neurological Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",375234,535200,710900,899500,1071210
Oral Surgeon,"Victorville, CA","The Oral Surgeon reviews patient history and confirms need for oral surgery. Performs oral surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being an Oral Surgeon reviews patient history and confirms need for surgery. Determines which instruments and method of oral surgery will be most successful in achieving desired outcome. In addition, Oral Surgeon provides charting in compliance with all laws and regulations. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Oral Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",291443,311200,332900,363700,391742
Orthopedic Surgeon,"Victorville, CA","The Orthopedic Surgeon performs surgical procedures to immobilize fractures by using corrective devices such as braces, pins, casts, and splints. Examines, diagnoses, and surgically treats musculoskeletal diseases and injuries. Being an Orthopedic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Orthopedic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. Orthopedic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",336142,446780,568300,735200,887154
Burn Surgeon,"Victorville, CA","The Burn Surgeon performs escharectomy, skin grafting, and secondary burn surgery. Examines, diagnoses, and surgically treats patients with burns from heat, cold, chemical, or electrical incidents. Being a Burn Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Burn Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Burn Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",226094,329700,502200,634700,755334
General Surgeon,"Hartford, CT","The General Surgeon reviews patient history and confirms need for surgery. Performs surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being a General Surgeon may provide medical personnel with direction concerning patient care. Determines which instruments and method of surgery will be most successful in achieving desired outcome. In addition, General Surgeon may provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. General Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",330266,396000,468200,555700,635364
Cardiothoracic Surgeon,"Hartford, CT","The Cardiothoracic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Specializes in the diagnosis, medical management, and surgical treatment of patients with diseases of the heart and lungs. Being a Cardiothoracic Surgeon reviews patient history and confirms need for surgery. Identifies need for tests or follow-up visits. In addition, Cardiothoracic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Cardiothoracic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",348694,450300,561900,704300,833948
Neurological Surgeon,"Hartford, CT","The Neurological Surgeon operates on the brain in order to relieve pressure in an intracranial hemorrhage, remove a foreign body such as a tumor, treat a wound, or relieve pain. Examines, diagnoses, and surgically treats disorders of the brain, spine, spinal cord, and nerves. Being a Neurological Surgeon reviews patient history and confirms need for surgery. Operates on the spine in order to free entrapped nerves, correct deformity, or restore spinal stability. In addition, Neurological Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Neurological Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",382857,546100,725400,917800,1092970
Oral Surgeon,"Hartford, CT","The Oral Surgeon reviews patient history and confirms need for oral surgery. Performs oral surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being an Oral Surgeon reviews patient history and confirms need for surgery. Determines which instruments and method of oral surgery will be most successful in achieving desired outcome. In addition, Oral Surgeon provides charting in compliance with all laws and regulations. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Oral Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",297288,317500,339700,371100,399688
Orthopedic Surgeon,"Hartford, CT","The Orthopedic Surgeon performs surgical procedures to immobilize fractures by using corrective devices such as braces, pins, casts, and splints. Examines, diagnoses, and surgically treats musculoskeletal diseases and injuries. Being an Orthopedic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Orthopedic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. Orthopedic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",343004,455890,579880,750190,905248
Burn Surgeon,"Hartford, CT","The Burn Surgeon performs escharectomy, skin grafting, and secondary burn surgery. Examines, diagnoses, and surgically treats patients with burns from heat, cold, chemical, or electrical incidents. Being a Burn Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Burn Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Burn Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",230689,336400,512400,647600,770693
General Surgeon,"Vallejo, CA","The General Surgeon reviews patient history and confirms need for surgery. Performs surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being a General Surgeon may provide medical personnel with direction concerning patient care. Determines which instruments and method of surgery will be most successful in achieving desired outcome. In addition, General Surgeon may provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. General Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",343025,411400,486500,577400,660160
Cardiothoracic Surgeon,"Vallejo, CA","The Cardiothoracic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Specializes in the diagnosis, medical management, and surgical treatment of patients with diseases of the heart and lungs. Being a Cardiothoracic Surgeon reviews patient history and confirms need for surgery. Identifies need for tests or follow-up visits. In addition, Cardiothoracic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Cardiothoracic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",362379,467900,583800,731800,866546
Neurological Surgeon,"Vallejo, CA","The Neurological Surgeon operates on the brain in order to relieve pressure in an intracranial hemorrhage, remove a foreign body such as a tumor, treat a wound, or relieve pain. Examines, diagnoses, and surgically treats disorders of the brain, spine, spinal cord, and nerves. Being a Neurological Surgeon reviews patient history and confirms need for surgery. Operates on the spine in order to free entrapped nerves, correct deformity, or restore spinal stability. In addition, Neurological Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Neurological Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",397875,567400,753600,953600,1135690
Oral Surgeon,"Vallejo, CA","The Oral Surgeon reviews patient history and confirms need for oral surgery. Performs oral surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being an Oral Surgeon reviews patient history and confirms need for surgery. Determines which instruments and method of oral surgery will be most successful in achieving desired outcome. In addition, Oral Surgeon provides charting in compliance with all laws and regulations. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Oral Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",308869,329900,353000,385600,415281
Orthopedic Surgeon,"Vallejo, CA","The Orthopedic Surgeon performs surgical procedures to immobilize fractures by using corrective devices such as braces, pins, casts, and splints. Examines, diagnoses, and surgically treats musculoskeletal diseases and injuries. Being an Orthopedic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Orthopedic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. Orthopedic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",356357,473650,602480,779420,940515
Burn Surgeon,"Vallejo, CA","The Burn Surgeon performs escharectomy, skin grafting, and secondary burn surgery. Examines, diagnoses, and surgically treats patients with burns from heat, cold, chemical, or electrical incidents. Being a Burn Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Burn Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Burn Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",239672,349500,532400,672800,800627
General Surgeon,"Allentown, PA","The General Surgeon reviews patient history and confirms need for surgery. Performs surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being a General Surgeon may provide medical personnel with direction concerning patient care. Determines which instruments and method of surgery will be most successful in achieving desired outcome. In addition, General Surgeon may provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. General Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",307418,368600,435800,517200,591310
Cardiothoracic Surgeon,"Allentown, PA","The Cardiothoracic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Specializes in the diagnosis, medical management, and surgical treatment of patients with diseases of the heart and lungs. Being a Cardiothoracic Surgeon reviews patient history and confirms need for surgery. Identifies need for tests or follow-up visits. In addition, Cardiothoracic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Cardiothoracic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",324787,419200,522900,655500,776225
Neurological Surgeon,"Allentown, PA","The Neurological Surgeon operates on the brain in order to relieve pressure in an intracranial hemorrhage, remove a foreign body such as a tumor, treat a wound, or relieve pain. Examines, diagnoses, and surgically treats disorders of the brain, spine, spinal cord, and nerves. Being a Neurological Surgeon reviews patient history and confirms need for surgery. Operates on the spine in order to free entrapped nerves, correct deformity, or restore spinal stability. In addition, Neurological Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Neurological Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",356437,508300,675100,854200,1017261
Oral Surgeon,"Allentown, PA","The Oral Surgeon reviews patient history and confirms need for oral surgery. Performs oral surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being an Oral Surgeon reviews patient history and confirms need for surgery. Determines which instruments and method of oral surgery will be most successful in achieving desired outcome. In addition, Oral Surgeon provides charting in compliance with all laws and regulations. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Oral Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",276654,295500,316200,345400,371985
Orthopedic Surgeon,"Allentown, PA","The Orthopedic Surgeon performs surgical procedures to immobilize fractures by using corrective devices such as braces, pins, casts, and splints. Examines, diagnoses, and surgically treats musculoskeletal diseases and injuries. Being an Orthopedic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Orthopedic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. Orthopedic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",319235,424310,539720,698230,842545
